name,overall,position,value,value_predicted,difference
A. Duncan,74,3,4.2,4.284950726108546,-0.08495072610854582
S. Lagsir,62,3,1.0,1.0842228081393537,-0.08422280813935368
B. Srarfi,67,4,1.5,1.5833175426570245,-0.08331754265702451
A. Nagalo,61,2,0.725,0.8068674477577674,-0.08186744775776744
Rubén Blanco,75,1,6.0,6.081395660888442,-0.0813956608884423
M. Rosołek,61,4,0.825,0.9063071726845117,-0.08130717268451171
V. Stocker,72,3,1.9,1.9809216268285919,-0.08092162682859194
I. Pussetto,74,4,6.0,6.0798898347703485,-0.0798898347703485
N. Collins,60,2,0.725,0.803216811528825,-0.07821681152882498
T. Parrott,64,4,1.5,1.5781538483231359,-0.07815384832313588
Damián,59,4,0.475,0.5526175720671983,-0.07761757206719833
M. González,60,4,0.575,0.6514098430141875,-0.07640984301418752
D. Kemp,63,4,0.775,0.850946657746595,-0.07594665774659493
A. Kamara,59,4,0.7,0.7757901938441936,-0.07579019384419361
J. Obi,71,2,1.8,1.874946025971832,-0.07494602597183198
J. Indacoechea,65,3,1.5,1.5740003385944488,-0.07400033859444877
M. Harness,67,3,1.3,1.373468700900998,-0.073468700900998
C. Brannagan,67,4,1.4,1.4730865146645247,-0.07308651466452476
Juanmi,75,4,5.5,5.570895040673631,-0.07089504067363084
R. Lavia,62,2,1.2,1.2696646158786866,-0.06966461587868666
A. Ahmedhodžić,73,2,6.499999999999999,6.569299095402817,-0.06929909540281809
B. Purrington,66,2,0.975,1.0442654580078206,-0.06926545800782058
J. Harrop,66,4,1.1,1.1691558934548125,-0.06915589345481243
Z. Gano,68,4,1.3,1.3680738947102185,-0.06807389471021841
O. Pachlopník,66,4,1.7,1.7675917809046495,-0.06759178090464957
D. Mebude,60,4,0.6,0.6670569428776189,-0.06705694287761887
F. Bednarek,66,1,0.6,0.6667415029833457,-0.06674150298334569
N. Fatar,61,4,0.775,0.8416621487940795,-0.0666621487940795
H. Hassan,64,3,1.4,1.4653292625996746,-0.06532926259967464
A. Letellier,69,1,0.925,0.9887511851431056,-0.06375118514310552
M. Marin,73,4,2.4,2.463609339295992,-0.06360933929599222
D. Man,73,3,6.999999999999999,7.06349662810958,-0.06349662810958101
M. Nyeman,58,3,0.475,0.5373119684043505,-0.06231196840435049
Y. Fekir,68,4,1.9,1.9616870645193474,-0.06168706451934747
K. Peprah,65,4,1.6,1.6616054027594125,-0.0616054027594124
N. Adams,63,2,0.18000000000000002,0.23917661286794265,-0.059176612867942624
G. Thomason,63,3,1.0,1.0589296500741274,-0.058929650074127427
B. Carabalí,67,3,1.5,1.5583237870801796,-0.0583237870801796
E. Tercero,67,2,1.2,1.257231237367309,-0.05723123736730895
E. Sobol,75,2,6.499999999999999,6.556800581167245,-0.056800581167245845
Park Chu Young,65,4,0.3,0.3564913294353208,-0.056491329435320814
A. Milošević,69,2,1.3,1.3558642302021837,-0.05586423020218367
E. Tatlı,59,3,0.475,0.5287837818487117,-0.05378378184871169
M. Mamaní,60,4,0.6,0.6528047796679213,-0.0528047796679213
F. Balogun,65,4,1.9,1.951210958374051,-0.051210958374050985
Y. Ayari,58,4,0.5,0.5493938743301362,-0.0493938743301362
Samu Castillejo,76,4,7.999999999999998,8.048207796055708,-0.048207796055709906
D. Fage,60,2,0.375,0.42190816955809657,-0.04690816955809657
E. Poku,61,4,1.0,1.04483727701907,-0.04483727701906992
A. Masika,68,3,1.3,1.3442925278725317,-0.044292527872531684
T. Fleckstein,60,2,0.3499999999999999,0.39382406514289175,-0.04382406514289183
K. Tete,75,2,6.999999999999999,7.043659355676454,-0.04365935567645529
S. Kaba,67,4,1.2,1.2420862513909154,-0.042086251390915486
C. Coşkun,63,3,0.7,0.7409454324726638,-0.0409454324726638
M. Nawrocki,65,2,1.6,1.6404976915641478,-0.04049769156414773
J. Bowden,61,3,0.775,0.8152888153830986,-0.040288815383098586
Arnau Tenas,67,1,2.1,2.1402258431297585,-0.04022584312975841
L. Münst,61,3,0.775,0.8149608258956305,-0.039960825895630436
P. Greil,65,4,1.0,1.0388979620910073,-0.038897962091007265
J. Stretton,60,4,0.6,0.6388819308237098,-0.03888193082370983
E. Loiodice,67,3,2.4,2.438315547545322,-0.03831554754532229
Y. Cassubie,61,3,0.6,0.6374349562987778,-0.0374349562987778
Q. Cornette,66,4,0.9,0.9373724090838437,-0.03737240908384365
M. Wolf,75,3,6.499999999999999,6.536058201567415,-0.03605820156741579
N. Skyttä,62,4,0.95,0.9859999787997883,-0.035999978799788335
Berrocal,67,2,2.1,2.1317444365758607,-0.03174443657586057
M. Altunbaş,59,4,0.575,0.6065764316599207,-0.031576431659920745
W. Taïbi,61,4,0.775,0.8027549446638592,-0.027754944663859193
Akieme,70,2,3.0000000000000004,3.0255069841489135,-0.02550698414891306
A. Kamardin,61,2,0.725,0.7501937745694164,-0.025193774569416405
M. Gouras,65,3,1.1,1.125050041041652,-0.02505004104165187
L. Gooch,66,4,1.1,1.1249509703670126,-0.024950970367012548
Y. Bolasie,72,3,1.9,1.9244294375971907,-0.02442943759719074
A. Hackford,59,4,0.7,0.7236276752645625,-0.023627675264562553
T. Parker,67,2,0.875,0.8978494533377426,-0.022849453337742576
R. Inniss,66,2,0.925,0.947723333542116,-0.022723333542115975
Arribas,65,4,1.8,1.8222092589795258,-0.022209258979525748
C. Gravius,63,4,0.725,0.7467036272119512,-0.021703627211951182
D. Oberlin,64,4,0.9,0.9207355675651789,-0.020735567565178914
Z. Machach,67,3,1.4,1.4206606052527415,-0.020660605252741604
J. Scrimshaw,60,4,0.55,0.5687933439119622,-0.01879334391196219
D. Rudd,68,1,0.8,0.8167529735914595,-0.01675297359145944
K. Chinen,68,4,1.5,1.5167193217122088,-0.0167193217122088
A. Newby,64,3,0.7,0.7151429468313829,-0.015142946831382953
N. Maynard,62,4,0.19,0.2047504596657611,-0.014750459665761106
A. Rose,66,2,0.575,0.5895252096115466,-0.014525209611546686
Borja Lasso,68,4,1.4,1.414181940163412,-0.01418194016341201
Z. Walker,57,4,0.3499999999999999,0.3624048576448797,-0.012404857644879752
Torrente,63,2,1.2,1.2123695099317515,-0.012369509931751566
R. Pluijmen,57,2,0.3499999999999999,0.36185607353790517,-0.011856073537905243
E. Simms,65,4,1.7,1.7099829996026221,-0.009982999602622167
A. Herrera,56,3,0.275,0.28377390623430865,-0.008773906234308626
R. Kristiansen,65,2,0.375,0.38318655846430943,-0.008186558464309435
T. Gomulka,59,3,0.5,0.5080842125039866,-0.00808421250398661
K. Keïta,60,3,0.55,0.5577689171588717,-0.007768917158871624
D. Ramaj,62,1,0.825,0.8326811886259975,-0.007681188625997537
V. Dahlström,60,4,0.3499999999999999,0.3555256193934403,-0.005525619393440373
David Argüelles,61,2,0.75,0.7538144677750217,-0.0038144677750217015
F. Bainović,62,3,0.475,0.47864261904543937,-0.003642619045439388
L. Mouyokolo,63,2,0.975,0.9783703789099708,-0.003370378909970828
J. Castrop,57,4,0.45,0.4523512733737732,-0.002351273373773166
S. Bajic,65,1,1.5,1.5018761159701022,-0.0018761159701021768
H. Ashby,59,2,0.5,0.5014160814692871,-0.0014160814692870671
D. Schad,65,2,0.95,0.9491959305366583,0.0008040694633416612
J. González,57,2,0.4,0.39908463382966625,0.0009153661703337757
G. McEachran,60,4,0.6,0.5977816155182185,0.0022183844817814657
R. Sotiriou,60,3,0.55,0.5468702635075604,0.0031297364924396387
T. Perry,61,4,0.85,0.8452090913147232,0.004790908685276762
J. Sterry,63,2,0.575,0.5694826863897464,0.005517313610253538
K. Manneh,64,3,0.65,0.6442990092354793,0.005700990764520686
Claudio Coíntra,77,4,11.499999999999998,11.491969458139058,0.008030541860939877
O. Dovin,59,1,0.5,0.48892389216170995,0.01107610783829005
J. Rodwell,67,2,0.825,0.811666602234812,0.013333397765187938
K. Nagera,63,4,1.3,1.286560492857351,0.013439507142648965
S. Ahmed,62,3,0.425,0.41135318772058255,0.013646812279417442
J. Westerman,59,3,0.525,0.5112921472558948,0.013707852744105242
S. Ahlers,59,1,0.275,0.26121935039558175,0.013780649604418271
Femi Seriki,59,2,0.5,0.48585672723801665,0.01414327276198335
J. Altidore,69,4,1.2,1.185822564741239,0.014177435258760918
N. Bakker,65,2,0.625,0.6089268326608334,0.01607316733916664
K. Kouassi,50,3,0.10000000000000002,0.08389684915314147,0.016103150846858552
M. Tillman,63,4,1.3,1.2826938544292303,0.017306145570769704
Álvaro García,75,3,5.5,5.482287989648997,0.017712010351003116
S. Swinkels,56,2,0.375,0.3564139544185927,0.018586045581407307
Z. Bello,50,2,0.11000000000000001,0.0910116881902046,0.01898831180979542
D. Meddah,56,4,0.325,0.3057768933134497,0.019223106686550306
J. Padilla,64,2,0.575,0.5556181807181773,0.0193818192818227
Jorge Padilla,65,4,1.7,1.6802568008182623,0.019743199181737614
Á. Preciado,61,1,0.425,0.40477426285606655,0.020225737143933442
A. Jovanović,66,2,0.575,0.5545990656810845,0.02040093431891543
R. Nyakossi,54,2,0.25,0.22893609879068,0.021063901209320002
D. Telford,64,4,0.85,0.8289303455826263,0.02106965441737363
J. Eastham,59,1,0.475,0.4538669819572033,0.02113301804279666
M. Vidal,66,1,0.575,0.553552753986224,0.0214472460137759
C. Cooper,56,4,0.3,0.2776012633642014,0.02239873663579861
I. Balliu,74,2,3.7000000000000006,3.6772275354931523,0.022772464506848333
F. Krastev,59,4,0.575,0.5511444755232742,0.023855524476725787
L. Škaričić,61,2,0.8,0.7741878404010947,0.02581215959890537
S. Carey,59,4,0.5,0.47298216852265995,0.02701783147734005
L. Knöferl,58,4,0.525,0.4978743238698762,0.027125676130123844
D. Mejía,58,2,0.5,0.47276400240606303,0.027235997593936967
S. Al Abbas,60,4,0.3,0.2723324411616669,0.027667558838333106
M. Fornalczyk,58,3,0.475,0.4470659533831087,0.02793404661689125
M. Gullit,60,2,0.575,0.5461538447073966,0.02884615529260337
A. Idah,67,4,2.5,2.469282433695436,0.030717566304563793
A. Toure,60,4,0.55,0.5190460854529471,0.030953914547052985
J. Coburn,57,4,0.425,0.3936120022268299,0.031387997773170084
K. Chauke,58,4,0.525,0.4926917913517141,0.03230820864828593
N. Raj,50,3,0.10000000000000002,0.0675877330953034,0.03241226690469662
T. Nakamura,62,2,0.825,0.7916553399311198,0.03334466006888015
S. Moreland,50,4,0.13,0.09619181167243096,0.033808188327569044
Diego Bri,58,4,0.525,0.49107684544472907,0.03392315455527095
J. Gibson,61,4,0.525,0.4906771819279819,0.034322818072018146
J. Carbonero,68,3,2.7,2.665603210135505,0.034396789864495236
M. Ibrahimoglu,62,4,0.875,0.8401236977305654,0.03487630226943461
P. Yade,67,4,2.3,2.2641356231198078,0.03586437688019206
S. Bell,59,4,0.55,0.5134943812005601,0.03650561879943992
B. Brereton Díaz,73,4,6.999999999999999,6.963208174880839,0.03679182511915968
B. Greenwood,56,2,0.325,0.28814920500837904,0.03685079499162097
B. Akehurst,53,2,0.22,0.18266168357282037,0.037338316427179635
L. Everink,61,2,0.675,0.6368072188716487,0.03819278112835134
C. McAleny,63,3,0.475,0.4365558287346138,0.038444171265386184
S. Booth,51,1,0.11000000000000001,0.07064060265697308,0.03935939734302693
M. Traore,54,2,0.23,0.19016258197407734,0.039837418025922666
N. Andereggen,63,4,1.1,1.0588020473583095,0.04119795264169057
F. Dele-Bashiru,61,4,0.775,0.7336186790955876,0.04138132090441238
N. Mantl,69,1,2.7,2.6579143868755724,0.04208561312442782
L. Lobato,62,3,0.875,0.832854839605309,0.04214516039469096
M. Björkqvist,52,4,0.2,0.1577045679871524,0.042295432012847606
E. López,63,4,1.3,1.257532820550008,0.04246717944999201
D. Bates,66,2,1.2,1.157241000820843,0.04275899917915704
I. Lysgård,59,1,0.24,0.1968581567089386,0.04314184329106138
B. Rivero,67,3,1.4,1.3562780894399042,0.04372191056009567
O. Dodgson,56,2,0.325,0.2811279762431138,0.0438720237568862
A. Bayew,51,3,0.14,0.09565910324182265,0.04434089675817736
Buatu,67,2,1.1,1.0548588428141672,0.04514115718583289
T. Hopper,65,4,0.775,0.729833231001244,0.045166768998756046
R. Huaccha,63,4,0.525,0.4796424700452914,0.0453575299547086
J. Dorsett,59,2,0.55,0.5043650757010439,0.0456349242989561
V. Gvilia,67,4,1.2,1.154354880538632,0.045645119461367845
M. Paskotsi,58,2,0.525,0.4773048455383429,0.04769515446165712
U. Eneme-Ella,59,4,0.5,0.45221317633096064,0.04778682366903936
K. Yakob,59,4,0.5,0.45177350196777555,0.04822649803222445
T. Ducrocq,62,4,0.85,0.7995895517497618,0.050410448250238216
O. Gene,55,3,0.3,0.24952746120417665,0.050472538795823335
A. Lazaar,66,2,0.75,0.6993989819122873,0.05060101808771267
C. Mayada,74,2,3.5999999999999996,3.5493397627805154,0.050660237219484205
B. Thomas,61,2,0.75,0.6985514354948476,0.05144856450515245
Y. Oda,58,4,0.475,0.4233031494369404,0.05169685056305956
C. Meza,58,2,0.5,0.44793732255621543,0.052062677443784566
A. Ugur,61,4,0.775,0.7227526567718648,0.05224734322813518
J. Hinds,53,4,0.22,0.16742430647665127,0.05257569352334873
J. Wollacott,64,1,0.75,0.6974028527331136,0.05259714726688636
Y. Kalley,59,2,0.475,0.4220685220706063,0.05293147792939368
S. Guerrero,62,4,0.95,0.8953644744727952,0.05463552552720474
Li Xiang,54,4,0.11000000000000001,0.05446141996147261,0.05553858003852741
E. Mitchell,52,2,0.19,0.1336699436581381,0.05633005634186189
C. Niasse,67,3,2.2,2.1429965518631184,0.05700344813688174
J. McClean,69,3,1.1,1.042481609813005,0.057518390186995116
J. Žambůrek,62,4,0.95,0.8917474338443196,0.05825256615568031
L. Oppermann,59,1,0.475,0.41575099241000835,0.05924900758999163
C. Baker-Richardson,61,4,0.45,0.39037623221882783,0.05962376778117218
H. Kyprianou,62,3,0.875,0.8141679256193797,0.06083207438062033
E. McJannet,54,4,0.3,0.23905113623186233,0.06094886376813766
A. Marsh,53,4,0.24,0.17719203552004167,0.06280796447995832
D. Collins,47,4,0.10000000000000002,0.03644503460564911,0.0635549653943509
M. Jay,65,3,1.0,0.9363984208316118,0.06360157916838816
B. Bjarnason,60,2,0.575,0.5112160932559515,0.06378390674404844
L. Taylor,69,4,1.2,1.1360306901191188,0.06396930988088112
M. Ellborg,52,1,0.18000000000000002,0.11447156684526012,0.0655284331547399
L. Zbinden,53,1,0.21,0.14401064845454378,0.06598935154545621
Miguel Vieira,67,2,0.825,0.7582436597890572,0.06675634021094279
T. Francois,61,4,0.775,0.7075903744951433,0.06740962550485674
K. Bielik,72,3,4.9,4.83227802274645,0.06772197725355067
C. Makreckis,59,3,0.45,0.3796386296868827,0.07036137031311729
S. Sanogo,53,4,0.22,0.14943839366558284,0.07056160633441716
Alex Millán,66,4,1.9,1.829409248758858,0.07059075124114189
F. Nmecha,63,4,1.2,1.1292112057983614,0.07078879420163853
J. Stanišić,68,2,2.6,2.529086967295597,0.07091303270440319
D. Sigér,69,3,1.3,1.2286266506161112,0.07137334938388884
E. Bohinen,69,3,3.1,3.027438823948903,0.07256117605109713
N. Michael,64,1,0.575,0.5023617070957408,0.07263829290425916
W. Ramírez,67,1,2.1,2.02682435345366,0.07317564654634001
T. Holmes,67,2,2.1,2.0256605315727776,0.0743394684272225
J. Vennings,55,3,0.3,0.22551029776019396,0.07448970223980603
S. McClelland,56,2,0.3499999999999999,0.27549144308914314,0.07450855691085678
E. Taylor,51,3,0.19,0.11486085067339462,0.07513914932660538
L. Rosenlöcher,58,2,0.425,0.3497701219919491,0.07522987800805087
A. Lallana,75,4,3.5,3.423531627826944,0.07646837217305613
Wang Zhen'ao,47,4,0.11000000000000001,0.03336912617773293,0.07663087382226708
E. Adams,65,3,1.0,0.9220263839601993,0.07797361603980069
D. Dutu,52,1,0.15999999999999998,0.08068511606913555,0.07931488393086443
N. Fujimoto,67,4,0.85,0.77039258861993,0.07960741138006999
I. Najim,55,3,0.3499999999999999,0.2700357180590936,0.07996428194090632
C. Kiernan,52,4,0.21,0.12953995061739498,0.08046004938260501
C. Dunbar,54,4,0.3,0.21936277757419956,0.08063722242580043
A. Pyndt,55,4,0.275,0.19393077540119533,0.0810692245988047
M. Mbow,59,2,0.475,0.3938981028334329,0.08110189716656707
A. Bakir,62,3,0.95,0.8678675118146933,0.0821324881853066
S. Jasper,64,3,1.4,1.317779707468197,0.08222029253180296
M. Córdoba,60,3,0.55,0.4673745895374395,0.08262541046256056
T. Oosting,65,4,1.6,1.517348067546818,0.08265193245318203
L. Cingolani,61,3,0.8,0.7173074321320634,0.08269256786793666
A. Ríos,64,4,0.5,0.4172907630172487,0.08270923698275129
Nabil Touaizi,63,4,1.2,1.1169810574588226,0.08301894254117737
Diego Pampín,61,2,0.75,0.6669011138978325,0.08309888610216754
Mario Ordoñez,60,3,0.6,0.51614804212477,0.08385195787523003
I. Arslan,55,2,0.275,0.19099259457426584,0.08400740542573418
Z. El Sheiwi,57,2,0.5,0.415885540952373,0.08411445904762699
L. Jephcott,65,4,1.6,1.51582179325417,0.0841782067458301
M. Delanghe,63,1,1.0,0.9154200687169484,0.08457993128305163
V. Torp,66,4,1.9,1.8152695971181023,0.08473040288189759
M. Jørgensen,59,4,0.55,0.46493713249947577,0.08506286750052428
C. Buchtmann,67,3,1.0,0.9147652302255983,0.0852347697744017
Z. Lepasa,64,4,0.9,0.8132712601949592,0.08672873980504081
J. Aholou,74,3,4.9,4.81139292792446,0.08860707207554075
L. Bittencourt,75,4,6.0,5.910132333939196,0.08986766606080376
Pacheco,66,2,2.1,2.008833509302222,0.09116649069777827
V. Bernedo,57,1,0.3499999999999999,0.25877124231456594,0.09122875768543398
S. Hanca,67,3,1.0,0.9081943219360258,0.09180567806397422
S. Russo,61,2,0.7,0.6071439286697156,0.0928560713302844
N. Jackson,62,4,0.975,0.8818660051728779,0.09313399482712204
K. Gordon,54,2,0.275,0.1814193760720199,0.09358062392798011
R. Zozulya,65,4,0.6,0.5062381323417953,0.09376186765820471
T. Tamas,61,2,0.75,0.656011043518147,0.09398895648185301
T. Clayton,57,2,0.4,0.3053636628206785,0.09463633717932152
J. Ramírez,61,3,0.8,0.7049841498237496,0.09501585017625047
J. Tauriainen,59,3,0.55,0.454643700147044,0.09535629985295602
Jeremy,62,2,0.85,0.7545663734924143,0.09543362650758569
J. Lankester,62,4,0.9,0.8044217701673152,0.09557822983268482
A. Van Hoorenbeeck,60,2,0.525,0.4287957106763781,0.0962042893236219
G. Ahadme,62,4,0.975,0.8784659161415672,0.09653408385843276
Félix Correia,64,4,1.5,1.4031339625023336,0.09686603749766642
M. Feeney,60,2,0.525,0.4261297062346402,0.09887029376535983
A. Roncaglia,57,2,0.3499999999999999,0.24851748889705563,0.10148251110294429
J. Austerfield,55,4,0.3499999999999999,0.24788272037905393,0.102117279620946
S. Adewoye,61,2,0.7,0.5964309317379711,0.10356906826202883
N. Benedetti,72,4,4.7,4.596287106416102,0.10371289358389824
J. Young,58,4,0.5,0.39619859936315266,0.10380140063684734
V. Sinisalo,55,1,0.3,0.19585742229150838,0.10414257770849161
P. Polykarpou,55,2,0.3,0.1957736473730124,0.1042263526269876
S. Tedić,64,4,1.3,1.1949790441023656,0.1050209558976345
D. Loera,60,4,0.55,0.44461237546863575,0.1053876245313643
D. Willms,60,3,0.55,0.443393114081017,0.10660688591898304
O. Schmitt,61,3,0.725,0.6178565801233133,0.10714341987668663
T. Burey,61,4,0.875,0.7661049927844679,0.10889500721553214
R. Ciervo,59,3,0.6,0.4895660732305797,0.11043392676942027
A. Ndiaye,76,3,10.000000000000002,9.888818079812713,0.11118192018728834
O. Younger,58,2,0.425,0.3136532929945307,0.11134670700546928
A. Ouattara Mohammed,62,2,0.9,0.7880435294469063,0.11195647055309377
A. Quezada,54,4,0.24,0.12753303044600597,0.11246696955399402
Luis López,63,1,1.0,0.8870775801816603,0.11292241981833973
M. Kiprit,64,4,1.3,1.1837778710694182,0.11622212893058181
N. Ngoumou,63,3,1.1,0.981611992335798,0.1183880076642021
S. Aluko,66,4,0.675,0.55627739710906,0.11872260289094005
A. Arroyo,61,2,0.7,0.57939768285025,0.12060231714975
E. Gayi,55,2,0.325,0.20247086856936986,0.12252913143063016
A. Green,67,3,2.3,2.175939990964463,0.12406000903553682
M. Dackers,54,4,0.3499999999999999,0.22482838438217426,0.12517161561782567
S. Asta,62,2,0.925,0.7993234653896691,0.1256765346103309
I. Amundsen,59,2,0.525,0.3978661933605474,0.12713380663945262
G. Tanco,61,2,0.7,0.5723029532743258,0.12769704672567417
F. Bilbija,66,3,1.9,1.7722716504081553,0.12772834959184465
L. Emini,63,3,1.1,0.9718485459264805,0.12815145407351958
L. Claros,61,1,0.55,0.4197295432246241,0.13027045677537596
Y. Konoplia,65,2,1.5,1.3636222391910797,0.13637776080892028
E. Ávalos,58,2,0.475,0.3383649188710343,0.13663508112896566
S. Dest,76,3,15.499999999999998,15.362074861588075,0.1379251384119229
A. Papadopoulos,64,2,1.2,1.0610068230792937,0.13899317692070623
Felippe Cardoso,67,4,2.1,1.9596718327967875,0.14032816720321262
M. Pérez,65,2,1.5,1.3588561697725647,0.14114383022743526
C. Jullien,75,2,5.5,5.358723001146732,0.14127699885326805
N. Guinness-Walker,62,2,0.85,0.7065444269643801,0.14345557303561984
S. Abdul Samed,65,3,1.5,1.3538762244435003,0.1461237755564997
J. Sanabria,64,3,1.4,1.2504867120146448,0.14951328798535513
J. Naschberger,63,4,1.1,0.9487320052977893,0.15126799470221075
J. Randall,64,3,1.3,1.147490084113964,0.15250991588603613
Franquesa,70,2,3.0000000000000004,2.845595759114339,0.15440424088566163
J. Hoogma,69,2,2.6,2.4345870641217715,0.16541293587822858
H. Al Ghaddioui,68,4,1.2,1.031250565345787,0.16874943465421288
D. Brooks,76,4,12.0,11.829399672633201,0.17060032736679887
Rogério,70,2,3.4,3.226393129030486,0.17360687096951377
L. Soza,62,2,0.75,0.5757833880723934,0.17421661192760662
D. Klinkenberg,61,2,0.6,0.42361626628668914,0.17638373371331084
K. Yengi,61,4,0.75,0.5727719311950428,0.17722806880495723
A. Lozano,64,4,1.3,1.1226354873691573,0.17736451263084274
A. Dumiter,62,4,0.9,0.7212438652510554,0.17875613474894458
S. Makienok,67,4,1.0,0.8189055422461644,0.1810944577538356
Rafael Pereira,63,2,1.1,0.917370494604828,0.1826295053951721
Álex Bermejo,68,4,2.7,2.515447910427852,0.18455208957214797
J. Mellish,63,3,0.95,0.7641872233796462,0.18581277662035378
Madger Gomes,62,4,0.75,0.5638842086683276,0.18611579133167244
I. Boonen,65,4,1.5,1.3096943582251035,0.1903056417748965
Í. Ávila,66,4,0.85,0.6558668959534262,0.1941331040465738
Berto Hórreo,62,1,0.85,0.6556142005515617,0.19438579944843826
Relu,62,2,0.825,0.6280165343954344,0.1969834656045656
Riquelme,66,4,2.1,1.9003265384736965,0.1996734615263036
D. Valencia,68,4,3.0000000000000004,2.7996504675557627,0.2003495324442377
Ó. Estupiñán,70,4,3.2,2.9991623331637522,0.20083766683624793
L. Fejsa,75,2,3.7000000000000006,3.490310652143061,0.2096893478569397
Joan García,67,1,2.4,2.1852043679008144,0.2147956320991855
Z. Görgen,63,1,1.0,0.7848607032084932,0.21513929679150678
S. Bueno,67,2,2.1,1.8833769955519382,0.21662300444806193
L. Cullen,64,4,1.3,1.0822860665044478,0.21771393349555224
D. Amartey,76,2,7.999999999999998,7.780876349201197,0.21912365079880125
R. Gumny,71,2,4.0,3.78070103143577,0.21929896856422992
Pepe Sánchez,64,2,1.4,1.1803488475946975,0.21965115240530242
S. Ivanov,62,3,0.9,0.675256130097229,0.22474386990277107
G. Comas,65,4,1.4,1.1739873115933794,0.22601268840662048
C. Conteh,65,3,1.6,1.373900768835784,0.22609923116421604
J. Grot,66,4,1.7,1.4728072396403327,0.2271927603596673
T. Kędziora,75,2,6.0,5.76653368781387,0.23346631218613023
J. Hauge,75,3,11.499999999999998,11.263723011626288,0.23627698837371014
A. Carlén,63,3,1.1,0.8617737939561776,0.2382262060438225
M. Kilman,73,2,5.5,5.261406389605631,0.23859361039436866
T. Inui,75,3,3.5,3.25976738369174,0.2402326163082602
J. Asoro,66,4,1.8,1.5571036246899663,0.24289637531003372
M. Fofana,70,2,3.3,3.0544904814288945,0.24550951857110537
S. Moreno,68,3,3.0000000000000004,2.7540821597727816,0.24591784022721885
S. Hughes,63,2,0.9,0.6529982530925881,0.24700174690741195
N. Kalinić,75,4,3.5999999999999996,3.350948160508412,0.2490518394915875
Tiago Djaló,74,2,9.000000000000002,8.745577644128668,0.2544223558713341
H. Onyekuru,75,3,8.5,8.244896051974871,0.2551039480251287
Iñaki Peña,68,1,2.3,2.0435586124557164,0.2564413875442835
M. Boadu,76,4,16.5,16.242171951904087,0.257828048095913
M. Mattsson,65,4,1.6,1.3412939412269702,0.2587060587730299
H. Ito,66,2,1.8,1.5399664382805744,0.2600335617194256
Toni Moya,70,3,3.5,3.237673682627317,0.2623263173726831
L. Assignon,64,2,1.4,1.133198075069722,0.266801924930278
C. Hourihane,74,3,4.0,3.7323637061427073,0.2676362938572927
M. Sørensen,68,2,2.5,2.2319246387039295,0.26807536129607046
N. Atkinson,67,3,2.2,1.9308627687986522,0.269137231201348
J. Daland,66,2,2.0,1.7255013651804465,0.2744986348195535
R. Schofield,66,1,1.7,1.4235131778567809,0.27648682214321907
D. Tono,65,4,1.6,1.3231306710228181,0.27686932897718197
M. Loum,71,2,3.8999999999999995,3.617781285802609,0.2822187141973904
Raúl Guti,73,3,6.0,5.713969726390312,0.286030273609688
H. Abe,66,3,1.9,1.6132957062481565,0.28670429375184336
D. Rice,82,3,43.0,42.71253261814152,0.28746738185847676
S. Vines,68,2,2.6,2.3096531761841144,0.2903468238158857
Chapela,67,4,2.3,2.0086512460201575,0.2913487539798423
I. Amadou,75,3,5.5,5.206483669137179,0.29351633086282103
T. Fujii,64,3,1.3,1.003744200344326,0.29625579965567406
M. Mount,83,4,58.50000000000001,58.20206801099657,0.29793198900343754
W. Coulibaly,65,2,1.5,1.201074662291184,0.2989253377088159
Manu Morlanes,74,3,9.000000000000002,8.697419400849926,0.30258059915007607
G. Zappa,65,2,1.7,1.3929692461137562,0.3070307538862438
L. Davis,65,2,1.7,1.3875281430073834,0.3124718569926166
Rubén Pérez,74,3,3.3,2.986692458185802,0.31330754181419795
Fabiano Souza,66,2,2.0,1.6847762069768921,0.3152237930231079
Aldasoro,65,2,1.6,1.2817150029279314,0.3182849970720687
H. Kamara,75,2,6.0,5.675522989436696,0.3244770105633039
A. Zendejas,69,4,3.1,2.7641964468098204,0.33580355319017974
E. Ramírez,67,4,2.3,1.9639262022566415,0.3360737977433583
F. Muslija,68,3,2.7,2.3559117809036767,0.3440882190963235
B. Goller,68,3,2.7,2.3531557112671346,0.34684428873286555
K. Schumacher,64,3,1.3,0.9462695842781544,0.3537304157218456
M. Raab,65,1,1.4,1.046065643154592,0.35393435684540786
S. Elia,67,3,2.3,1.9456124807918709,0.35438751920812894
L. Tempelmann,65,3,1.6,1.2431599755706968,0.3568400244293033
E. Agbadou,69,2,2.6,2.2236761167226375,0.37632388327736255
Hernani,75,3,6.499999999999999,6.120814666694788,0.37918533330521154
G. Poussin,67,1,2.0,1.613788996893223,0.3862110031067769
J. Onomah,69,4,2.8,2.410323787597341,0.3896762124026587
N. Nkoulou,76,2,4.999999999999999,4.6019079585535,0.3980920414464988
K. Laba,75,4,5.5,5.097049702032756,0.40295029796724435
S. Driussi,76,4,10.000000000000002,9.593789179157586,0.406210820842416
Berto,66,3,1.9,1.4817048630916836,0.4182951369083163
Zé Carlos,67,2,2.2,1.7736351527251548,0.42636484727484536
Tachi,67,2,2.1,1.6688203197025526,0.43117968029744747
J. Shelvey,75,3,5.5,5.042453719714598,0.4575462802854018
